policy,timestep,cycle,consumer_pe,block_id,producer_pe,hit,stall_cycles,step_stall_cycles,transfer_hops,prefetched_hit
reactive,4,56,0,59,59,False,20,20,5,False
reactive,4,56,1,60,60,False,20,20,5,False
reactive,4,56,2,61,61,False,20,20,5,False
reactive,4,56,3,62,62,False,20,20,5,False
reactive,4,56,4,63,63,False,20,20,5,False
reactive,4,56,5,0,0,False,20,20,5,False
reactive,4,56,6,1,1,False,20,20,5,False
reactive,4,56,7,2,2,False,20,20,5,False
reactive,4,56,8,3,3,False,20,20,5,False
reactive,4,56,9,4,4,False,20,20,5,False
reactive,4,56,10,5,5,False,20,20,5,False
reactive,4,56,11,6,6,False,20,20,5,False
reactive,4,56,12,7,7,False,20,20,5,False
reactive,4,56,13,8,8,False,20,20,5,False
reactive,4,56,14,9,9,False,20,20,5,False
reactive,4,56,15,10,10,False,20,20,5,False
reactive,4,56,16,11,11,False,20,20,5,False
reactive,4,56,17,12,12,False,20,20,5,False
reactive,4,56,18,13,13,False,20,20,5,False
reactive,4,56,19,14,14,False,20,20,5,False
reactive,4,56,20,15,15,False,20,20,5,False
reactive,4,56,21,16,16,False,20,20,5,False
reactive,4,56,22,17,17,False,20,20,5,False
reactive,4,56,23,18,18,False,20,20,5,False
reactive,4,56,24,19,19,False,20,20,5,False
reactive,4,56,25,20,20,False,20,20,5,False
reactive,4,56,26,21,21,False,20,20,5,False
reactive,4,56,27,22,22,False,20,20,5,False
reactive,4,56,28,23,23,False,20,20,5,False
reactive,4,56,29,24,24,False,20,20,5,False
reactive,4,56,30,25,25,False,20,20,5,False
reactive,4,56,31,26,26,False,20,20,5,False
reactive,4,56,32,27,27,False,20,20,5,False
reactive,4,56,33,28,28,False,20,20,5,False
reactive,4,56,34,29,29,False,20,20,5,False
reactive,4,56,35,30,30,False,20,20,5,False
reactive,4,56,36,31,31,False,20,20,5,False
reactive,4,56,37,32,32,False,20,20,5,False
reactive,4,56,38,33,33,False,20,20,5,False
reactive,4,56,39,34,34,False,20,20,5,False
reactive,4,56,40,35,35,False,20,20,5,False
reactive,4,56,41,36,36,False,20,20,5,False
reactive,4,56,42,37,37,False,20,20,5,False
reactive,4,56,43,38,38,False,20,20,5,False
reactive,4,56,44,39,39,False,20,20,5,False
reactive,4,56,45,40,40,False,20,20,5,False
reactive,4,56,46,41,41,False,20,20,5,False
reactive,4,56,47,42,42,False,20,20,5,False
reactive,4,56,48,43,43,False,20,20,5,False
reactive,4,56,49,44,44,False,20,20,5,False
reactive,4,56,50,45,45,False,20,20,5,False
reactive,4,56,51,46,46,False,20,20,5,False
reactive,4,56,52,47,47,False,20,20,5,False
reactive,4,56,53,48,48,False,20,20,5,False
reactive,4,56,54,49,49,False,20,20,5,False
reactive,4,56,55,50,50,False,20,20,5,False
reactive,4,56,56,51,51,False,20,20,5,False
reactive,4,56,57,52,52,False,20,20,5,False
reactive,4,56,58,53,53,False,20,20,5,False
reactive,4,56,59,54,54,False,20,20,5,False
reactive,4,56,60,55,55,False,20,20,5,False
reactive,4,56,61,56,56,False,20,20,5,False
reactive,4,56,62,57,57,False,20,20,5,False
reactive,4,56,63,58,58,False,20,20,5,False
reactive,5,80,0,58,58,False,24,24,6,False
reactive,5,80,1,59,59,False,24,24,6,False
reactive,5,80,2,60,60,False,24,24,6,False
reactive,5,80,3,61,61,False,24,24,6,False
reactive,5,80,4,62,62,False,24,24,6,False
reactive,5,80,5,63,63,False,24,24,6,False
reactive,5,80,6,0,0,False,24,24,6,False
reactive,5,80,7,1,1,False,24,24,6,False
reactive,5,80,8,2,2,False,24,24,6,False
reactive,5,80,9,3,3,False,24,24,6,False
reactive,5,80,10,4,4,False,24,24,6,False
reactive,5,80,11,5,5,False,24,24,6,False
reactive,5,80,12,6,6,False,24,24,6,False
reactive,5,80,13,7,7,False,24,24,6,False
reactive,5,80,14,8,8,False,24,24,6,False
reactive,5,80,15,9,9,False,24,24,6,False
reactive,5,80,16,10,10,False,24,24,6,False
reactive,5,80,17,11,11,False,24,24,6,False
reactive,5,80,18,12,12,False,24,24,6,False
reactive,5,80,19,13,13,False,24,24,6,False
reactive,5,80,20,14,14,False,24,24,6,False
reactive,5,80,21,15,15,False,24,24,6,False
reactive,5,80,22,16,16,False,24,24,6,False
reactive,5,80,23,17,17,False,24,24,6,False
reactive,5,80,24,18,18,False,24,24,6,False
reactive,5,80,25,19,19,False,24,24,6,False
reactive,5,80,26,20,20,False,24,24,6,False
reactive,5,80,27,21,21,False,24,24,6,False
reactive,5,80,28,22,22,False,24,24,6,False
reactive,5,80,29,23,23,False,24,24,6,False
reactive,5,80,30,24,24,False,24,24,6,False
reactive,5,80,31,25,25,False,24,24,6,False
reactive,5,80,32,26,26,False,24,24,6,False
reactive,5,80,33,27,27,False,24,24,6,False
reactive,5,80,34,28,28,False,24,24,6,False
reactive,5,80,35,29,29,False,24,24,6,False
reactive,5,80,36,30,30,False,24,24,6,False
reactive,5,80,37,31,31,False,24,24,6,False
reactive,5,80,38,32,32,False,24,24,6,False
reactive,5,80,39,33,33,False,24,24,6,False
reactive,5,80,40,34,34,False,24,24,6,False
reactive,5,80,41,35,35,False,24,24,6,False
reactive,5,80,42,36,36,False,24,24,6,False
reactive,5,80,43,37,37,False,24,24,6,False
reactive,5,80,44,38,38,False,24,24,6,False
reactive,5,80,45,39,39,False,24,24,6,False
reactive,5,80,46,40,40,False,24,24,6,False
reactive,5,80,47,41,41,False,24,24,6,False
reactive,5,80,48,42,42,False,24,24,6,False
reactive,5,80,49,43,43,False,24,24,6,False
reactive,5,80,50,44,44,False,24,24,6,False
reactive,5,80,51,45,45,False,24,24,6,False
reactive,5,80,52,46,46,False,24,24,6,False
reactive,5,80,53,47,47,False,24,24,6,False
reactive,5,80,54,48,48,False,24,24,6,False
reactive,5,80,55,49,49,False,24,24,6,False
reactive,5,80,56,50,50,False,24,24,6,False
reactive,5,80,57,51,51,False,24,24,6,False
reactive,5,80,58,52,52,False,24,24,6,False
reactive,5,80,59,53,53,False,24,24,6,False
reactive,5,80,60,54,54,False,24,24,6,False
reactive,5,80,61,55,55,False,24,24,6,False
reactive,5,80,62,56,56,False,24,24,6,False
reactive,5,80,63,57,57,False,24,24,6,False
reactive,6,108,0,57,57,False,28,28,7,False
reactive,6,108,1,58,58,False,28,28,7,False
reactive,6,108,2,59,59,False,28,28,7,False
reactive,6,108,3,60,60,False,28,28,7,False
reactive,6,108,4,61,61,False,28,28,7,False
reactive,6,108,5,62,62,False,28,28,7,False
reactive,6,108,6,63,63,False,28,28,7,False
reactive,6,108,7,0,0,False,28,28,7,False
reactive,6,108,8,1,1,False,28,28,7,False
reactive,6,108,9,2,2,False,28,28,7,False
reactive,6,108,10,3,3,False,28,28,7,False
reactive,6,108,11,4,4,False,28,28,7,False
reactive,6,108,12,5,5,False,28,28,7,False
reactive,6,108,13,6,6,False,28,28,7,False
reactive,6,108,14,7,7,False,28,28,7,False
reactive,6,108,15,8,8,False,28,28,7,False
reactive,6,108,16,9,9,False,28,28,7,False
reactive,6,108,17,10,10,False,28,28,7,False
reactive,6,108,18,11,11,False,28,28,7,False
reactive,6,108,19,12,12,False,28,28,7,False
reactive,6,108,20,13,13,False,28,28,7,False
reactive,6,108,21,14,14,False,28,28,7,False
reactive,6,108,22,15,15,False,28,28,7,False
reactive,6,108,23,16,16,False,28,28,7,False
reactive,6,108,24,17,17,False,28,28,7,False
reactive,6,108,25,18,18,False,28,28,7,False
reactive,6,108,26,19,19,False,28,28,7,False
reactive,6,108,27,20,20,False,28,28,7,False
reactive,6,108,28,21,21,False,28,28,7,False
reactive,6,108,29,22,22,False,28,28,7,False
reactive,6,108,30,23,23,False,28,28,7,False
reactive,6,108,31,24,24,False,28,28,7,False
reactive,6,108,32,25,25,False,28,28,7,False
reactive,6,108,33,26,26,False,28,28,7,False
reactive,6,108,34,27,27,False,28,28,7,False
reactive,6,108,35,28,28,False,28,28,7,False
reactive,6,108,36,29,29,False,28,28,7,False
reactive,6,108,37,30,30,False,28,28,7,False
reactive,6,108,38,31,31,False,28,28,7,False
reactive,6,108,39,32,32,False,28,28,7,False
reactive,6,108,40,33,33,False,28,28,7,False
reactive,6,108,41,34,34,False,28,28,7,False
reactive,6,108,42,35,35,False,28,28,7,False
reactive,6,108,43,36,36,False,28,28,7,False
reactive,6,108,44,37,37,False,28,28,7,False
reactive,6,108,45,38,38,False,28,28,7,False
reactive,6,108,46,39,39,False,28,28,7,False
reactive,6,108,47,40,40,False,28,28,7,False
reactive,6,108,48,41,41,False,28,28,7,False
reactive,6,108,49,42,42,False,28,28,7,False
reactive,6,108,50,43,43,False,28,28,7,False
reactive,6,108,51,44,44,False,28,28,7,False
reactive,6,108,52,45,45,False,28,28,7,False
reactive,6,108,53,46,46,False,28,28,7,False
reactive,6,108,54,47,47,False,28,28,7,False
reactive,6,108,55,48,48,False,28,28,7,False
reactive,6,108,56,49,49,False,28,28,7,False
reactive,6,108,57,50,50,False,28,28,7,False
reactive,6,108,58,51,51,False,28,28,7,False
reactive,6,108,59,52,52,False,28,28,7,False
reactive,6,108,60,53,53,False,28,28,7,False
reactive,6,108,61,54,54,False,28,28,7,False
reactive,6,108,62,55,55,False,28,28,7,False
reactive,6,108,63,56,56,False,28,28,7,False
reactive,7,140,0,56,56,False,32,32,8,False
reactive,7,140,1,57,57,False,32,32,8,False
reactive,7,140,2,58,58,False,32,32,8,False
reactive,7,140,3,59,59,False,32,32,8,False
reactive,7,140,4,60,60,False,32,32,8,False
reactive,7,140,5,61,61,False,32,32,8,False
reactive,7,140,6,62,62,False,32,32,8,False
reactive,7,140,7,63,63,False,32,32,8,False
reactive,7,140,8,0,0,False,32,32,8,False
reactive,7,140,9,1,1,False,32,32,8,False
reactive,7,140,10,2,2,False,32,32,8,False
reactive,7,140,11,3,3,False,32,32,8,False
reactive,7,140,12,4,4,False,32,32,8,False
reactive,7,140,13,5,5,False,32,32,8,False
reactive,7,140,14,6,6,False,32,32,8,False
reactive,7,140,15,7,7,False,32,32,8,False
reactive,7,140,16,8,8,False,32,32,8,False
reactive,7,140,17,9,9,False,32,32,8,False
reactive,7,140,18,10,10,False,32,32,8,False
reactive,7,140,19,11,11,False,32,32,8,False
reactive,7,140,20,12,12,False,32,32,8,False
reactive,7,140,21,13,13,False,32,32,8,False
reactive,7,140,22,14,14,False,32,32,8,False
reactive,7,140,23,15,15,False,32,32,8,False
reactive,7,140,24,16,16,False,32,32,8,False
reactive,7,140,25,17,17,False,32,32,8,False
reactive,7,140,26,18,18,False,32,32,8,False
reactive,7,140,27,19,19,False,32,32,8,False
reactive,7,140,28,20,20,False,32,32,8,False
reactive,7,140,29,21,21,False,32,32,8,False
reactive,7,140,30,22,22,False,32,32,8,False
reactive,7,140,31,23,23,False,32,32,8,False
reactive,7,140,32,24,24,False,32,32,8,False
reactive,7,140,33,25,25,False,32,32,8,False
reactive,7,140,34,26,26,False,32,32,8,False
reactive,7,140,35,27,27,False,32,32,8,False
reactive,7,140,36,28,28,False,32,32,8,False
reactive,7,140,37,29,29,False,32,32,8,False
reactive,7,140,38,30,30,False,32,32,8,False
reactive,7,140,39,31,31,False,32,32,8,False
reactive,7,140,40,32,32,False,32,32,8,False
reactive,7,140,41,33,33,False,32,32,8,False
reactive,7,140,42,34,34,False,32,32,8,False
reactive,7,140,43,35,35,False,32,32,8,False
reactive,7,140,44,36,36,False,32,32,8,False
reactive,7,140,45,37,37,False,32,32,8,False
reactive,7,140,46,38,38,False,32,32,8,False
reactive,7,140,47,39,39,False,32,32,8,False
reactive,7,140,48,40,40,False,32,32,8,False
reactive,7,140,49,41,41,False,32,32,8,False
reactive,7,140,50,42,42,False,32,32,8,False
reactive,7,140,51,43,43,False,32,32,8,False
reactive,7,140,52,44,44,False,32,32,8,False
reactive,7,140,53,45,45,False,32,32,8,False
reactive,7,140,54,46,46,False,32,32,8,False
reactive,7,140,55,47,47,False,32,32,8,False
reactive,7,140,56,48,48,False,32,32,8,False
reactive,7,140,57,49,49,False,32,32,8,False
reactive,7,140,58,50,50,False,32,32,8,False
reactive,7,140,59,51,51,False,32,32,8,False
reactive,7,140,60,52,52,False,32,32,8,False
reactive,7,140,61,53,53,False,32,32,8,False
reactive,7,140,62,54,54,False,32,32,8,False
reactive,7,140,63,55,55,False,32,32,8,False
reactive,8,176,0,55,55,False,36,36,9,False
reactive,8,176,1,56,56,False,36,36,9,False
reactive,8,176,2,57,57,False,36,36,9,False
reactive,8,176,3,58,58,False,36,36,9,False
reactive,8,176,4,59,59,False,36,36,9,False
reactive,8,176,5,60,60,False,36,36,9,False
reactive,8,176,6,61,61,False,36,36,9,False
reactive,8,176,7,62,62,False,36,36,9,False
reactive,8,176,8,63,63,False,36,36,9,False
reactive,8,176,9,0,0,False,36,36,9,False
reactive,8,176,10,1,1,False,36,36,9,False
reactive,8,176,11,2,2,False,36,36,9,False
reactive,8,176,12,3,3,False,36,36,9,False
reactive,8,176,13,4,4,False,36,36,9,False
reactive,8,176,14,5,5,False,36,36,9,False
reactive,8,176,15,6,6,False,36,36,9,False
reactive,8,176,16,7,7,False,36,36,9,False
reactive,8,176,17,8,8,False,36,36,9,False
reactive,8,176,18,9,9,False,36,36,9,False
reactive,8,176,19,10,10,False,36,36,9,False
reactive,8,176,20,11,11,False,36,36,9,False
reactive,8,176,21,12,12,False,36,36,9,False
reactive,8,176,22,13,13,False,36,36,9,False
reactive,8,176,23,14,14,False,36,36,9,False
reactive,8,176,24,15,15,False,36,36,9,False
reactive,8,176,25,16,16,False,36,36,9,False
reactive,8,176,26,17,17,False,36,36,9,False
reactive,8,176,27,18,18,False,36,36,9,False
reactive,8,176,28,19,19,False,36,36,9,False
reactive,8,176,29,20,20,False,36,36,9,False
reactive,8,176,30,21,21,False,36,36,9,False
reactive,8,176,31,22,22,False,36,36,9,False
reactive,8,176,32,23,23,False,36,36,9,False
reactive,8,176,33,24,24,False,36,36,9,False
reactive,8,176,34,25,25,False,36,36,9,False
reactive,8,176,35,26,26,False,36,36,9,False
reactive,8,176,36,27,27,False,36,36,9,False
reactive,8,176,37,28,28,False,36,36,9,False
reactive,8,176,38,29,29,False,36,36,9,False
reactive,8,176,39,30,30,False,36,36,9,False
reactive,8,176,40,31,31,False,36,36,9,False
reactive,8,176,41,32,32,False,36,36,9,False
reactive,8,176,42,33,33,False,36,36,9,False
reactive,8,176,43,34,34,False,36,36,9,False
reactive,8,176,44,35,35,False,36,36,9,False
reactive,8,176,45,36,36,False,36,36,9,False
reactive,8,176,46,37,37,False,36,36,9,False
reactive,8,176,47,38,38,False,36,36,9,False
reactive,8,176,48,39,39,False,36,36,9,False
reactive,8,176,49,40,40,False,36,36,9,False
reactive,8,176,50,41,41,False,36,36,9,False
reactive,8,176,51,42,42,False,36,36,9,False
reactive,8,176,52,43,43,False,36,36,9,False
reactive,8,176,53,44,44,False,36,36,9,False
reactive,8,176,54,45,45,False,36,36,9,False
reactive,8,176,55,46,46,False,36,36,9,False
reactive,8,176,56,47,47,False,36,36,9,False
reactive,8,176,57,48,48,False,36,36,9,False
reactive,8,176,58,49,49,False,36,36,9,False
reactive,8,176,59,50,50,False,36,36,9,False
reactive,8,176,60,51,51,False,36,36,9,False
reactive,8,176,61,52,52,False,36,36,9,False
reactive,8,176,62,53,53,False,36,36,9,False
reactive,8,176,63,54,54,False,36,36,9,False
reactive,9,216,0,54,54,False,40,40,10,False
reactive,9,216,1,55,55,False,40,40,10,False
reactive,9,216,2,56,56,False,40,40,10,False
reactive,9,216,3,57,57,False,40,40,10,False
reactive,9,216,4,58,58,False,40,40,10,False
reactive,9,216,5,59,59,False,40,40,10,False
reactive,9,216,6,60,60,False,40,40,10,False
reactive,9,216,7,61,61,False,40,40,10,False
reactive,9,216,8,62,62,False,40,40,10,False
reactive,9,216,9,63,63,False,40,40,10,False
reactive,9,216,10,0,0,False,40,40,10,False
reactive,9,216,11,1,1,False,40,40,10,False
reactive,9,216,12,2,2,False,40,40,10,False
reactive,9,216,13,3,3,False,40,40,10,False
reactive,9,216,14,4,4,False,40,40,10,False
reactive,9,216,15,5,5,False,40,40,10,False
reactive,9,216,16,6,6,False,40,40,10,False
reactive,9,216,17,7,7,False,40,40,10,False
reactive,9,216,18,8,8,False,40,40,10,False
reactive,9,216,19,9,9,False,40,40,10,False
reactive,9,216,20,10,10,False,40,40,10,False
reactive,9,216,21,11,11,False,40,40,10,False
reactive,9,216,22,12,12,False,40,40,10,False
reactive,9,216,23,13,13,False,40,40,10,False
reactive,9,216,24,14,14,False,40,40,10,False
reactive,9,216,25,15,15,False,40,40,10,False
reactive,9,216,26,16,16,False,40,40,10,False
reactive,9,216,27,17,17,False,40,40,10,False
reactive,9,216,28,18,18,False,40,40,10,False
reactive,9,216,29,19,19,False,40,40,10,False
reactive,9,216,30,20,20,False,40,40,10,False
reactive,9,216,31,21,21,False,40,40,10,False
reactive,9,216,32,22,22,False,40,40,10,False
reactive,9,216,33,23,23,False,40,40,10,False
reactive,9,216,34,24,24,False,40,40,10,False
reactive,9,216,35,25,25,False,40,40,10,False
reactive,9,216,36,26,26,False,40,40,10,False
reactive,9,216,37,27,27,False,40,40,10,False
reactive,9,216,38,28,28,False,40,40,10,False
reactive,9,216,39,29,29,False,40,40,10,False
reactive,9,216,40,30,30,False,40,40,10,False
reactive,9,216,41,31,31,False,40,40,10,False
reactive,9,216,42,32,32,False,40,40,10,False
reactive,9,216,43,33,33,False,40,40,10,False
reactive,9,216,44,34,34,False,40,40,10,False
reactive,9,216,45,35,35,False,40,40,10,False
reactive,9,216,46,36,36,False,40,40,10,False
reactive,9,216,47,37,37,False,40,40,10,False
reactive,9,216,48,38,38,False,40,40,10,False
reactive,9,216,49,39,39,False,40,40,10,False
reactive,9,216,50,40,40,False,40,40,10,False
reactive,9,216,51,41,41,False,40,40,10,False
reactive,9,216,52,42,42,False,40,40,10,False
reactive,9,216,53,43,43,False,40,40,10,False
reactive,9,216,54,44,44,False,40,40,10,False
reactive,9,216,55,45,45,False,40,40,10,False
reactive,9,216,56,46,46,False,40,40,10,False
reactive,9,216,57,47,47,False,40,40,10,False
reactive,9,216,58,48,48,False,40,40,10,False
reactive,9,216,59,49,49,False,40,40,10,False
reactive,9,216,60,50,50,False,40,40,10,False
reactive,9,216,61,51,51,False,40,40,10,False
reactive,9,216,62,52,52,False,40,40,10,False
reactive,9,216,63,53,53,False,40,40,10,False
reactive,10,260,0,53,53,False,44,44,11,False
reactive,10,260,1,54,54,False,44,44,11,False
reactive,10,260,2,55,55,False,44,44,11,False
reactive,10,260,3,56,56,False,44,44,11,False
reactive,10,260,4,57,57,False,44,44,11,False
reactive,10,260,5,58,58,False,44,44,11,False
reactive,10,260,6,59,59,False,44,44,11,False
reactive,10,260,7,60,60,False,44,44,11,False
reactive,10,260,8,61,61,False,44,44,11,False
reactive,10,260,9,62,62,False,44,44,11,False
reactive,10,260,10,63,63,False,44,44,11,False
reactive,10,260,11,0,0,False,44,44,11,False
reactive,10,260,12,1,1,False,44,44,11,False
reactive,10,260,13,2,2,False,44,44,11,False
reactive,10,260,14,3,3,False,44,44,11,False
reactive,10,260,15,4,4,False,44,44,11,False
reactive,10,260,16,5,5,False,44,44,11,False
reactive,10,260,17,6,6,False,44,44,11,False
reactive,10,260,18,7,7,False,44,44,11,False
reactive,10,260,19,8,8,False,44,44,11,False
reactive,10,260,20,9,9,False,44,44,11,False
reactive,10,260,21,10,10,False,44,44,11,False
reactive,10,260,22,11,11,False,44,44,11,False
reactive,10,260,23,12,12,False,44,44,11,False
reactive,10,260,24,13,13,False,44,44,11,False
reactive,10,260,25,14,14,False,44,44,11,False
reactive,10,260,26,15,15,False,44,44,11,False
reactive,10,260,27,16,16,False,44,44,11,False
reactive,10,260,28,17,17,False,44,44,11,False
reactive,10,260,29,18,18,False,44,44,11,False
reactive,10,260,30,19,19,False,44,44,11,False
reactive,10,260,31,20,20,False,44,44,11,False
reactive,10,260,32,21,21,False,44,44,11,False
reactive,10,260,33,22,22,False,44,44,11,False
reactive,10,260,34,23,23,False,44,44,11,False
reactive,10,260,35,24,24,False,44,44,11,False
reactive,10,260,36,25,25,False,44,44,11,False
reactive,10,260,37,26,26,False,44,44,11,False
reactive,10,260,38,27,27,False,44,44,11,False
reactive,10,260,39,28,28,False,44,44,11,False
reactive,10,260,40,29,29,False,44,44,11,False
reactive,10,260,41,30,30,False,44,44,11,False
reactive,10,260,42,31,31,False,44,44,11,False
reactive,10,260,43,32,32,False,44,44,11,False
reactive,10,260,44,33,33,False,44,44,11,False
reactive,10,260,45,34,34,False,44,44,11,False
reactive,10,260,46,35,35,False,44,44,11,False
reactive,10,260,47,36,36,False,44,44,11,False
reactive,10,260,48,37,37,False,44,44,11,False
reactive,10,260,49,38,38,False,44,44,11,False
reactive,10,260,50,39,39,False,44,44,11,False
reactive,10,260,51,40,40,False,44,44,11,False
reactive,10,260,52,41,41,False,44,44,11,False
reactive,10,260,53,42,42,False,44,44,11,False
reactive,10,260,54,43,43,False,44,44,11,False
reactive,10,260,55,44,44,False,44,44,11,False
reactive,10,260,56,45,45,False,44,44,11,False
reactive,10,260,57,46,46,False,44,44,11,False
reactive,10,260,58,47,47,False,44,44,11,False
reactive,10,260,59,48,48,False,44,44,11,False
reactive,10,260,60,49,49,False,44,44,11,False
reactive,10,260,61,50,50,False,44,44,11,False
reactive,10,260,62,51,51,False,44,44,11,False
reactive,10,260,63,52,52,False,44,44,11,False
reactive,11,308,0,52,52,False,48,48,12,False
reactive,11,308,1,53,53,False,48,48,12,False
reactive,11,308,2,54,54,False,48,48,12,False
reactive,11,308,3,55,55,False,48,48,12,False
reactive,11,308,4,56,56,False,48,48,12,False
reactive,11,308,5,57,57,False,48,48,12,False
reactive,11,308,6,58,58,False,48,48,12,False
reactive,11,308,7,59,59,False,48,48,12,False
reactive,11,308,8,60,60,False,48,48,12,False
reactive,11,308,9,61,61,False,48,48,12,False
reactive,11,308,10,62,62,False,48,48,12,False
reactive,11,308,11,63,63,False,48,48,12,False
reactive,11,308,12,0,0,False,48,48,12,False
reactive,11,308,13,1,1,False,48,48,12,False
reactive,11,308,14,2,2,False,48,48,12,False
reactive,11,308,15,3,3,False,48,48,12,False
reactive,11,308,16,4,4,False,48,48,12,False
reactive,11,308,17,5,5,False,48,48,12,False
reactive,11,308,18,6,6,False,48,48,12,False
reactive,11,308,19,7,7,False,48,48,12,False
reactive,11,308,20,8,8,False,48,48,12,False
reactive,11,308,21,9,9,False,48,48,12,False
reactive,11,308,22,10,10,False,48,48,12,False
reactive,11,308,23,11,11,False,48,48,12,False
reactive,11,308,24,12,12,False,48,48,12,False
reactive,11,308,25,13,13,False,48,48,12,False
reactive,11,308,26,14,14,False,48,48,12,False
reactive,11,308,27,15,15,False,48,48,12,False
reactive,11,308,28,16,16,False,48,48,12,False
reactive,11,308,29,17,17,False,48,48,12,False
reactive,11,308,30,18,18,False,48,48,12,False
reactive,11,308,31,19,19,False,48,48,12,False
reactive,11,308,32,20,20,False,48,48,12,False
reactive,11,308,33,21,21,False,48,48,12,False
reactive,11,308,34,22,22,False,48,48,12,False
reactive,11,308,35,23,23,False,48,48,12,False
reactive,11,308,36,24,24,False,48,48,12,False
reactive,11,308,37,25,25,False,48,48,12,False
reactive,11,308,38,26,26,False,48,48,12,False
reactive,11,308,39,27,27,False,48,48,12,False
reactive,11,308,40,28,28,False,48,48,12,False
reactive,11,308,41,29,29,False,48,48,12,False
reactive,11,308,42,30,30,False,48,48,12,False
reactive,11,308,43,31,31,False,48,48,12,False
reactive,11,308,44,32,32,False,48,48,12,False
reactive,11,308,45,33,33,False,48,48,12,False
reactive,11,308,46,34,34,False,48,48,12,False
reactive,11,308,47,35,35,False,48,48,12,False
reactive,11,308,48,36,36,False,48,48,12,False
reactive,11,308,49,37,37,False,48,48,12,False
reactive,11,308,50,38,38,False,48,48,12,False
reactive,11,308,51,39,39,False,48,48,12,False
reactive,11,308,52,40,40,False,48,48,12,False
reactive,11,308,53,41,41,False,48,48,12,False
reactive,11,308,54,42,42,False,48,48,12,False
reactive,11,308,55,43,43,False,48,48,12,False
reactive,11,308,56,44,44,False,48,48,12,False
reactive,11,308,57,45,45,False,48,48,12,False
reactive,11,308,58,46,46,False,48,48,12,False
reactive,11,308,59,47,47,False,48,48,12,False
reactive,11,308,60,48,48,False,48,48,12,False
reactive,11,308,61,49,49,False,48,48,12,False
reactive,11,308,62,50,50,False,48,48,12,False
reactive,11,308,63,51,51,False,48,48,12,False
reactive,12,360,0,51,51,False,52,52,13,False
reactive,12,360,1,52,52,False,52,52,13,False
reactive,12,360,2,53,53,False,52,52,13,False
reactive,12,360,3,54,54,False,52,52,13,False
reactive,12,360,4,55,55,False,52,52,13,False
reactive,12,360,5,56,56,False,52,52,13,False
reactive,12,360,6,57,57,False,52,52,13,False
reactive,12,360,7,58,58,False,52,52,13,False
reactive,12,360,8,59,59,False,52,52,13,False
reactive,12,360,9,60,60,False,52,52,13,False
reactive,12,360,10,61,61,False,52,52,13,False
reactive,12,360,11,62,62,False,52,52,13,False
reactive,12,360,12,63,63,False,52,52,13,False
reactive,12,360,13,0,0,False,52,52,13,False
reactive,12,360,14,1,1,False,52,52,13,False
reactive,12,360,15,2,2,False,52,52,13,False
reactive,12,360,16,3,3,False,52,52,13,False
reactive,12,360,17,4,4,False,52,52,13,False
reactive,12,360,18,5,5,False,52,52,13,False
reactive,12,360,19,6,6,False,52,52,13,False
reactive,12,360,20,7,7,False,52,52,13,False
reactive,12,360,21,8,8,False,52,52,13,False
reactive,12,360,22,9,9,False,52,52,13,False
reactive,12,360,23,10,10,False,52,52,13,False
reactive,12,360,24,11,11,False,52,52,13,False
reactive,12,360,25,12,12,False,52,52,13,False
reactive,12,360,26,13,13,False,52,52,13,False
reactive,12,360,27,14,14,False,52,52,13,False
reactive,12,360,28,15,15,False,52,52,13,False
reactive,12,360,29,16,16,False,52,52,13,False
reactive,12,360,30,17,17,False,52,52,13,False
reactive,12,360,31,18,18,False,52,52,13,False
reactive,12,360,32,19,19,False,52,52,13,False
reactive,12,360,33,20,20,False,52,52,13,False
reactive,12,360,34,21,21,False,52,52,13,False
reactive,12,360,35,22,22,False,52,52,13,False
reactive,12,360,36,23,23,False,52,52,13,False
reactive,12,360,37,24,24,False,52,52,13,False
reactive,12,360,38,25,25,False,52,52,13,False
reactive,12,360,39,26,26,False,52,52,13,False
reactive,12,360,40,27,27,False,52,52,13,False
reactive,12,360,41,28,28,False,52,52,13,False
reactive,12,360,42,29,29,False,52,52,13,False
reactive,12,360,43,30,30,False,52,52,13,False
reactive,12,360,44,31,31,False,52,52,13,False
reactive,12,360,45,32,32,False,52,52,13,False
reactive,12,360,46,33,33,False,52,52,13,False
reactive,12,360,47,34,34,False,52,52,13,False
reactive,12,360,48,35,35,False,52,52,13,False
reactive,12,360,49,36,36,False,52,52,13,False
reactive,12,360,50,37,37,False,52,52,13,False
reactive,12,360,51,38,38,False,52,52,13,False
reactive,12,360,52,39,39,False,52,52,13,False
reactive,12,360,53,40,40,False,52,52,13,False
reactive,12,360,54,41,41,False,52,52,13,False
reactive,12,360,55,42,42,False,52,52,13,False
reactive,12,360,56,43,43,False,52,52,13,False
reactive,12,360,57,44,44,False,52,52,13,False
reactive,12,360,58,45,45,False,52,52,13,False
reactive,12,360,59,46,46,False,52,52,13,False
reactive,12,360,60,47,47,False,52,52,13,False
reactive,12,360,61,48,48,False,52,52,13,False
reactive,12,360,62,49,49,False,52,52,13,False
reactive,12,360,63,50,50,False,52,52,13,False
reactive,13,416,0,50,50,False,56,56,14,False
reactive,13,416,1,51,51,False,56,56,14,False
reactive,13,416,2,52,52,False,56,56,14,False
reactive,13,416,3,53,53,False,56,56,14,False
